"departure_airport","departure_date","amount"
Якутск - Якутск,2017-01-31,2
Магадан - Магадан,2017-01-31,1
Улан-Удэ - Байкал,2017-01-31,1
Удачный - Полярный,2017-01-31,1
Псков - Псков,2017-01-31,1
Усть-Кут - Усть-Кут,2017-01-31,1
Анадырь - Анадырь,2017-01-31,1
Липецк - Липецк,2017-01-31,1
Стрежевой - Стрежевой,2017-01-31,1
Ярославль - Туношна,2017-01-31,1
Нефтеюганск - Нефтеюганск,2017-01-31,1
Чита - Чита,2017-01-31,1
Орск - Орск,2017-01-31,1
Нягань - Нягань,2017-01-31,1
Ижевск - Ижевск,2017-01-31,1
Кызыл - Кызыл,2017-01-31,1
Братск - Братск,2017-01-31,1
Надым - Надым,2017-01-31,1
Благовещенск - Игнатьево,2017-01-31,1
Москва - Домодедово,2017-02-01,49
Москва - Шереметьево,2017-02-01,49
Санкт-Петербург - Пулково,2017-02-01,32
Москва - Внуково,2017-02-01,26
Новосибирск - Толмачёво,2017-02-01,17
Екатеринбург - Кольцово,2017-02-01,12
Красноярск - Емельяново,2017-02-01,12
Сочи - Сочи,2017-02-01,11
Пермь - Пермь,2017-02-01,11
Ханты-Мансийск - Ханты-Мансийск,2017-02-01,10
Сургут - Сургут,2017-02-01,10
Брянск - Брянск,2017-02-01,10
Советский - Советский,2017-02-01,9
Ростов-на-Дону - Ростов-на-Дону,2017-02-01,9
Казань - Казань,2017-02-01,8
Новый Уренгой - Новый Уренгой,2017-02-01,8
Иркутск - Иркутск,2017-02-01,7
Мирный - Мирный,2017-02-01,7
Уфа - Уфа,2017-02-01,7
Челябинск - Челябинск,2017-02-01,7
Тюмень - Рощино,2017-02-01,7
Хабаровск - Хабаровск-Новый,2017-02-01,6
Краснодар - Краснодар,2017-02-01,6
Ульяновск - Баратаевка,2017-02-01,6
Белгород - Белгород,2017-02-01,6
Архангельск - Талаги,2017-02-01,6
Нижний Новгород - Стригино,2017-02-01,6
Киров - Победилово,2017-02-01,6
Новокузнецк - Спиченково,2017-02-01,6
Чебоксары - Чебоксары,2017-02-01,5
Оренбург - Оренбург-Центральный,2017-02-01,5
Волгоград - Гумрак,2017-02-01,5
Йошкар-Ола - Йошкар-Ола,2017-02-01,5
Элиста - Элиста,2017-02-01,5
Петрозаводск - Бесовец,2017-02-01,5
Абакан - Абакан,2017-02-01,5
Воркута - Воркута,2017-02-01,5
Магнитогорск - Магнитогорск,2017-02-01,4
Пенза - Пенза,2017-02-01,4
Саратов - Саратов-Центральный,2017-02-01,4
Нижнекамск - Бегишево,2017-02-01,4
Нижневартовск - Нижневартовск,2017-02-01,4
Махачкала - Уйташ,2017-02-01,4
Южно-Сахалинск - Хомутово,2017-02-01,4
Сыктывкар - Сыктывкар,2017-02-01,4
Надым - Надым,2017-02-01,4
Минеральные Воды - Минеральные Воды,2017-02-01,4
Тамбов - Донское,2017-02-01,4
Якутск - Якутск,2017-02-01,4
Томск - Богашёво,2017-02-01,3
Нарьян-Мар - Нарьян-Мар,2017-02-01,3
Омск - Омск-Центральный,2017-02-01,3
Астрахань - Астрахань,2017-02-01,3
Владивосток - Владивосток,2017-02-01,3
Самара - Курумоч,2017-02-01,3
Нальчик - Нальчик,2017-02-01,3
Барнаул - Барнаул,2017-02-01,3
Бугульма - Бугульма,2017-02-01,3
Курск - Курск-Восточный,2017-02-01,3
Когалым - Когалым,2017-02-01,3
Ухта - Ухта,2017-02-01,3
Чита - Чита,2017-02-01,3
Калининград - Храброво,2017-02-01,3
Ульяновск - Ульяновск-Восточный,2017-02-01,3
Нерюнгри - Чульман,2017-02-01,2
Кемерово - Кемерово,2017-02-01,2
Курган - Курган,2017-02-01,2
Усть-Илимск - Усть-Илимск,2017-02-01,2
Ярославль - Туношна,2017-02-01,2
Салехард - Салехард,2017-02-01,2
Анапа - Витязево,2017-02-01,2
Владикавказ - Беслан,2017-02-01,2
Череповец - Череповец,2017-02-01,2
Геленджик - Геленджик,2017-02-01,2
Мурманск - Мурманск,2017-02-01,2
Норильск - Норильск,2017-02-01,2
Урай - Петрозаводск,2017-02-01,2
Ноябрьск - Ноябрьск,2017-02-01,2
Воронеж - Воронеж,2017-02-01,2
Саранск - Саранск,2017-02-01,2
Орск - Орск,2017-02-01,1
Комсомольск-на-Амуре - Хурба,2017-02-01,1
Калуга - Калуга,2017-02-01,1
Усть-Кут - Усть-Кут,2017-02-01,1
Магадан - Магадан,2017-02-01,1
Благовещенск - Игнатьево,2017-02-01,1
Анадырь - Анадырь,2017-02-01,1
Стрежевой - Стрежевой,2017-02-01,1
Нефтеюганск - Нефтеюганск,2017-02-01,1
Ставрополь - Ставрополь,2017-02-01,1
Грозный - Грозный,2017-02-01,1
Братск - Братск,2017-02-01,1
Псков - Псков,2017-02-01,1
Горно-Алтайск - Горно-Алтайск,2017-02-01,1
Ижевск - Ижевск,2017-02-01,1
Петропавловск-Камчатский - Елизово,2017-02-01,1
Москва - Домодедово,2017-02-02,54
Москва - Шереметьево,2017-02-02,49
Санкт-Петербург - Пулково,2017-02-02,31
Москва - Внуково,2017-02-02,30
Новосибирск - Толмачёво,2017-02-02,17
Красноярск - Емельяново,2017-02-02,12
Екатеринбург - Кольцово,2017-02-02,12
Ростов-на-Дону - Ростов-на-Дону,2017-02-02,11
Брянск - Брянск,2017-02-02,10
Пермь - Пермь,2017-02-02,10
Сочи - Сочи,2017-02-02,9
Советский - Советский,2017-02-02,9
Новый Уренгой - Новый Уренгой,2017-02-02,9
Казань - Казань,2017-02-02,8
Сургут - Сургут,2017-02-02,8
Ханты-Мансийск - Ханты-Мансийск,2017-02-02,8
Петрозаводск - Бесовец,2017-02-02,7
Тюмень - Рощино,2017-02-02,7
Хабаровск - Хабаровск-Новый,2017-02-02,7
Ульяновск - Баратаевка,2017-02-02,7
Челябинск - Челябинск,2017-02-02,6
Курган - Курган,2017-02-02,6
Нижний Новгород - Стригино,2017-02-02,6
Иркутск - Иркутск,2017-02-02,6
Мирный - Мирный,2017-02-02,6
Белгород - Белгород,2017-02-02,6
Киров - Победилово,2017-02-02,6
Уфа - Уфа,2017-02-02,6
Оренбург - Оренбург-Центральный,2017-02-02,5
Чебоксары - Чебоксары,2017-02-02,5
Волгоград - Гумрак,2017-02-02,5
Ноябрьск - Ноябрьск,2017-02-02,5
Воркута - Воркута,2017-02-02,5
Томск - Богашёво,2017-02-02,5
Южно-Сахалинск - Хомутово,2017-02-02,5
Архангельск - Талаги,2017-02-02,5
Элиста - Элиста,2017-02-02,5
Новокузнецк - Спиченково,2017-02-02,5
Саратов - Саратов-Центральный,2017-02-02,4
Тамбов - Донское,2017-02-02,4
Магнитогорск - Магнитогорск,2017-02-02,4
Нижнекамск - Бегишево,2017-02-02,4
Усть-Илимск - Усть-Илимск,2017-02-02,4
Пенза - Пенза,2017-02-02,4
Сыктывкар - Сыктывкар,2017-02-02,4
Йошкар-Ола - Йошкар-Ола,2017-02-02,4
Ухта - Ухта,2017-02-02,3
Самара - Курумоч,2017-02-02,3
Махачкала - Уйташ,2017-02-02,3
Минеральные Воды - Минеральные Воды,2017-02-02,3
Абакан - Абакан,2017-02-02,3
Краснодар - Краснодар,2017-02-02,3
Нальчик - Нальчик,2017-02-02,3
Владивосток - Владивосток,2017-02-02,3
Омск - Омск-Центральный,2017-02-02,3
Нерюнгри - Чульман,2017-02-02,3
Нижневартовск - Нижневартовск,2017-02-02,3
Когалым - Когалым,2017-02-02,3
Бугульма - Бугульма,2017-02-02,3
Калуга - Калуга,2017-02-02,3
Геленджик - Геленджик,2017-02-02,3
Ульяновск - Ульяновск-Восточный,2017-02-02,3
Улан-Удэ - Байкал,2017-02-02,3
Воронеж - Воронеж,2017-02-02,2
Урай - Петрозаводск,2017-02-02,2
Владикавказ - Беслан,2017-02-02,2
Орск - Орск,2017-02-02,2
Салехард - Салехард,2017-02-02,2
Нарьян-Мар - Нарьян-Мар,2017-02-02,2
Норильск - Норильск,2017-02-02,2
Мурманск - Мурманск,2017-02-02,2
Астрахань - Астрахань,2017-02-02,2
Анапа - Витязево,2017-02-02,2
Саранск - Саранск,2017-02-02,2
Надым - Надым,2017-02-02,2
Псков - Псков,2017-02-02,2
Барнаул - Барнаул,2017-02-02,2
Калининград - Храброво,2017-02-02,2
Якутск - Якутск,2017-02-02,2
Ставрополь - Ставрополь,2017-02-02,2
Курск - Курск-Восточный,2017-02-02,2
Белоярский - Белоярский,2017-02-02,2
Череповец - Череповец,2017-02-02,2
Стрежевой - Стрежевой,2017-02-02,1
Благовещенск - Игнатьево,2017-02-02,1
Чита - Чита,2017-02-02,1
Братск - Братск,2017-02-02,1
Кызыл - Кызыл,2017-02-02,1
Анадырь - Анадырь,2017-02-02,1
Ижевск - Ижевск,2017-02-02,1
Кемерово - Кемерово,2017-02-02,1
Горно-Алтайск - Горно-Алтайск,2017-02-02,1
Грозный - Грозный,2017-02-02,1
Нефтеюганск - Нефтеюганск,2017-02-02,1
Ярославль - Туношна,2017-02-02,1
Липецк - Липецк,2017-02-02,1
Усть-Кут - Усть-Кут,2017-02-02,1
Магадан - Магадан,2017-02-02,1
Москва - Домодедово,2017-02-03,51
Москва - Шереметьево,2017-02-03,47
Санкт-Петербург - Пулково,2017-02-03,30
Москва - Внуково,2017-02-03,26
Новосибирск - Толмачёво,2017-02-03,17
Красноярск - Емельяново,2017-02-03,11
Екатеринбург - Кольцово,2017-02-03,10
Пермь - Пермь,2017-02-03,10
Брянск - Брянск,2017-02-03,10
Ростов-на-Дону - Ростов-на-Дону,2017-02-03,9
Советский - Советский,2017-02-03,9
Ханты-Мансийск - Ханты-Мансийск,2017-02-03,8
Новый Уренгой - Новый Уренгой,2017-02-03,8
Сургут - Сургут,2017-02-03,8
Сочи - Сочи,2017-02-03,8
Казань - Казань,2017-02-03,7
Киров - Победилово,2017-02-03,6
Мирный - Мирный,2017-02-03,6
Челябинск - Челябинск,2017-02-03,6
Белгород - Белгород,2017-02-03,6
Хабаровск - Хабаровск-Новый,2017-02-03,6
Уфа - Уфа,2017-02-03,6
Ульяновск - Баратаевка,2017-02-03,6
Тюмень - Рощино,2017-02-03,6
Новокузнецк - Спиченково,2017-02-03,5
Нижний Новгород - Стригино,2017-02-03,5
Волгоград - Гумрак,2017-02-03,5
Петрозаводск - Бесовец,2017-02-03,5
Оренбург - Оренбург-Центральный,2017-02-03,5
Иркутск - Иркутск,2017-02-03,5
